Restaurant,Reviewer,Review,Rating,Total_Reviews,Total_Followers,Time,Pictures
Faasos,Prabhu Kiran Veesam,"Very nice experience with the food from this outlet.
I ordered reshmi chicken wrap and it’s taste is really good and classic in terms of recipie.
Quality of packing is too good and i never saw a food packing like this before 🙂
Overall its worth tasting in here ☺️👏🏻",4,21,91,10/21/2018 22:32,0
Faasos,Likhan Sarkar,no carry bag was provided,4,4,87,10/19/2018 23:05,0
Faasos,Vipul Mittal,"#NavratriSpecialFoodReviewProgram

I ordered the tomato curry navratri special thali which was really good. It had 2 kuttu ata aloo paratha, 2 sabudana vadas, kheer, paneer makhanwala and tomato curry served along with curd. The tomato curry was the best of the lot. Sabudana vada was a little let down as it wasnt cooked completely. The parathas were very tasty and it was served hot. Overall the thali was very tasty and I thoroughly enjoyed everything.",4,90,532,10/19/2018 20:46,0
Faasos,Shrish Pandey,"One of the worst experience I had with Faasos, I placed an order for Royal chicken Rice , the order got accepted and I waited for 2 hours ,called them , asked zomato support and after make me wait for 2 hours Faasos cancelled my order.",1,7,2,10/18/2018 20:48,0
Faasos,Rahul Sharma Gaur,"Not the received the food, informed me they cant delivered the food, as they have many orders. Really bad customer service",1,1,,10/17/2018 11:45,0
Faasos,Rítà Bìswâs,food was good,4,3,11,10/13/2018 19:23,0
Faasos,Crave4food,"Hello wraps peeps,
I have ordered melt cheese paneer Frankie and chicken overload Frankie, both of them were yummy with the teeka chaska masala that comes along with the packaging.
I have received these wraps from Faasos as a part of review writing.
I rate “⭐️ ⭐️ ⭐️ ⭐️” for the wraps from this place.",4,85,918,10/13/2018 17:45,1
Faasos,Chirag Arora,"So as part of this food tasting festival, I was sent a royal Navratri meal that had paneer makhanwala, singhada aloo paratha, hare tamatar ki sabzi and saabudana vada. It’s an absolute delight for someone who’s fasting during Navratri. Each and every dish was just yum! Even if you’re not fasting you should try this. Slightly overpriced but it’s worth trying. The paneer and paratha were the best part of the thali.",5,56,276,10/11/2018 18:29,0
Faasos,Ashok Choudhary,"Recently I ordered Cheese melt chicken wrap and Masala chicken tikka wrap.
Cheese melt wrap was yum and Masala wrap was also nice.
In navratri special I tried Paneer makhanwala Royal navratra meal which was packed nicely.",4,90,289,10/11/2018 11:17,1
Faasos,Saloni Gupta🧁,"#Vegetarian Review

I got a cheese paneer roll and a paneer tikka masala roll to review.
If you've to order one among the two go for the paneer tikka masala roll. It had right amount of spices. The cheese paneer roll was too bland. It had just a lot of cheese and paneer but no spices to make it tasty.

The quantity was good enough for one. Would have loved it even more if they would have made cheese and masala as a combination.

However, Do try the paneer tikka masala roll if you're craving for some snacks❤️",3,166,980,10/10/2018 21:19,0
Faasos,Mehakbaweja1996,The food was excellent. I had a fast today and this kind was food was awesome . I had a stomach full meal and the experience was really well . Thank you fasoos . The paneer was really well and the rotis were very very good .,5,8,11,10/10/2018 21:04,0
Faasos,Malika Seth,Canceled my online order after 2 hours of waiting. No decent response from their side. And Zomato as a compensation gave 52 credits for a 2 hour long order wait. 'Sorry is all they can say',1,7,6,10/09/2018 21:51,0
Faasos,Swati Nandy,I had ordered the Cheesy Chicken Bhuna Wrap and the Jumbo Chicken Wrap from here. This was by invitation only and was for tasting. The Cheesy Wrap was great and was filled with cheese in every bite. The Chicken Jumbo Wrap actually had loads of chicken with my favorite variety being the chicken meatball. This is definitely a must try and is also a part of their Signature Wraps.,4,322,1500,10/04/2018 08:23,0
Faasos,Shrikant Deo,The one I ordered (Chicken wrap) would have been 5 star but the amount of salt you added was unbearable. Do something about it and also the rice dish was fine,3,8,33,10/04/2018 06:19,0
Faasos,Siddhanth Sharma,Ordered Jumbo Paneer Tikka Rice Fest. First of all it was nowhere near to being jumbo. Simply a small box and they call it ‘Jumbo’. Probably they have studied English from some remote island. Secondly the rice was so damn spicy that I am facing issues in my stomach after having them. This was my first and last order from Fassos. Will never ever order again from here.,1,8,1,9/30/2018 15:01,0
Faasos,Samiksha,I ordered 2 aloo parathas from Faasos and it was so bad that I had to throw both the boxes away. The parathas were very oily and they smelt sour as if it was spoilt. The taste too was horrible.,1,2,,9/26/2018 17:17,0
Faasos,Purnima Khanna,"One of the best rice combo available with faasos

Must try

Taste 5/5
Packing 5/5

Comes with one gulabjamun complimentary and
Teekha seasoning.",4,29,79,9/17/2018 19:58,5
Faasos,Jainit Shah,How can I say anything good. None of my instructions given were followed. And when tried to contact they don’t reply. Zomato really needs to work with this restaurant and make sure that special instructions are followed,1,15,624,09/10/2018 15:08,0
Faasos,Pavitra Malhotra,Very bad chicken roll!,1,1,3,09/03/2018 22:12,0
Faasos,Keerthi,"Very very disappointed.
Food taste was not up to the mark.
It was worst in fact.
Very bad experience Fasoos.
Should improve quality of food.",1,1,,09/02/2018 22:28,0
Faasos,Srishti Bhardwaj | Exploring Life Tastes,"Ordered two wraps for dinner. They filled my appetites quite well. I really would appreciate the way packing was done, and if your tongue prefers spicy meals, you also get an option of spicy masala.
Jumbo Veg Wrap - 4.5/5 was quite delectable, it included paneer, onion, potatoes mashed masala, mayonnaise.
Cheese melt paneer wrap - 3/5 had too much of cheese, although sprinkled with the spicy masala it tasted fine, but in comparison to the one above I expected something of equivalent taste to my tongue.

Edit
Ordered Navratra Royal Meal -5/5 yesterday , the quality of food was extremely delicious, packaging of fasoos has always been appreciable. The meal was suffice for two people. I look forward to ordering more and more from fasoos, I'm extremely glad with their service.",4,79,229,8/29/2018 21:37,2
Faasos,Swathi Lekshmi,Is BOGO offer applied to sell out substandard items in the menu? The food was too salty.,1,12,46,8/20/2018 7:10,0
Faasos,Soumi Mukherjee,I hace tried faasos a multiple times. I got two wraps through a food review programme. The cheesy melt paneer wrap wasn't cheesy at all. The jumbo chicken wrap was good quantity wise but was very spicy.,3,55,123,8/19/2018 22:01,0
Faasos,Esli Jacinth,parathas were not up to the mark.,3,20,7,8/19/2018 19:56,0
Faasos,Prasad,wrost food in my life waste of money,1,2,,8/16/2018 15:26,0
Faasos,Rahul Oneplus,"Got only 1 roll of my BOGO order.
Disappointed.
Restaurant contact is unresponsive.
Opened order in front of delivery boy SYED.
Let's see what they do....",1,1,,08/09/2018 23:54,0
Faasos,🍛🍲🥗,"Delivery - always on time
Great value for money
Taste - consistently good. I have tried various rice bowls from menu.
Packaging - Awesome & hygienic",4,27,4,08/06/2018 18:29,1
Faasos,Sonofepicurus,Faasos is a good option to address your quick hunger pangs with options like veg and non veg wraps and various other indian delicacies. The taste will never disappoint you. Their tea is also my personal favourite.Their meat ball wraps and chicken tikka wraps are truly delicious. Ample amount of stuffing to make your tummy full. Must order if you want something quick and not so heavy on your pocket,4,140,931,08/06/2018 14:45,1
Faasos,Shravya Gunipudi,"My friends and I order wraps from here all the time. Consistent quality and good delivery. The packaging is always great.

I recommend the tea and the jumbo rice bowls.",4,193,1273,08/02/2018 18:21,0
Faasos,Harikiran Gupta,"*zomato food review program
I have ordered for Cheesy chicken buna wrap and
Double cheese meat ball wrap. The quantity was good enough loved the meat ball wrap food was not hot by the time it was delivered.",3,63,134,08/01/2018 16:50,0
Faasos,Abhinav Tiwari,"Tea, as always was good .. packaging can be better ... and sad , it’s late by 15 mins.

Waited for tea for an hour ..",4,11,79,7/31/2018 0:14,0
Faasos,Ankit Sharan,The museli was sour... Pathetic food.,1,6,25,7/30/2018 13:49,0
